date,high,low,open,close,volume,quoteVolume,weightedAverage,pair
1630746000,0.00612516,0.00609656,0.00612246,0.00610289,0.08506807,13.92955275,0.00610702,BTC_XMR
1630747800,0.00610329,0.00609808,0.00610329,0.00609808,0.00517449,0.84806568,0.00610152,BTC_XMR
1630749600,0.00614547,0.00609808,0.00609929,0.00614194,0.01075312,1.75404592,0.00613046,BTC_XMR
1630751400,0.00618497,0.00612733,0.00614147,0.00613267,0.62176218,101.0041782,0.0061558,BTC_XMR
1630753200,0.0061476,0.00612471,0.00613381,0.00613317,0.01729736,2.81787161,0.00613845,BTC_XMR
1630755000,0.00614982,0.00613315,0.00613315,0.00614094,0.12411321,20.20659236,0.00614221,BTC_XMR
1630756800,0.00617597,0.00614094,0.00614094,0.00617366,0.05020826,8.14040616,0.00616778,BTC_XMR
1630758600,0.00617754,0.00615249,0.00617399,0.00615661,0.01962331,3.18256194,0.00616588,BTC_XMR
1630760400,0.00616909,0.00614277,0.00615589,0.00616909,0.01319775,2.14251507,0.00615993,BTC_XMR
1630762200,0.00617638,0.0061599,0.00616906,0.0061599,0.02116762,3.43158798,0.00616846,BTC_XMR
1630764000,0.00616155,0.0061194,0.00616155,0.00613229,0.11306765,18.4246264,0.00613676,BTC_XMR
1630765800,0.00613221,0.00611191,0.0061304,0.00611968,0.0101453,1.65806112,0.00611877,BTC_XMR
1630767600,0.00612672,0.00611191,0.00612289,0.00612267,0.01547781,2.52977595,0.00611825,BTC_XMR
1630769400,0.00612351,0.00607293,0.0061231,0.00608533,0.02290335,3.75348485,0.00610189,BTC_XMR
1630771200,0.00611592,0.00608667,0.00608715,0.00610978,0.01654127,2.71150164,0.00610041,BTC_XMR
1630773000,0.00611312,0.00608025,0.00610537,0.0060831,0.05825222,9.56861099,0.00608784,BTC_XMR
1630774800,0.0060812,0.00604603,0.0060812,0.00606756,0.10086343,16.63852582,0.00606204,BTC_XMR
1630776600,0.00608133,0.00606243,0.00606798,0.00606796,0.21662807,35.6502358,0.00607648,BTC_XMR
1630778400,0.00607293,0.00604786,0.00606303,0.00607293,0.04631005,7.64225487,0.00605973,BTC_XMR
1630780200,0.00607674,0.00605829,0.00607674,0.0060701,0.00660202,1.08752069,0.00607071,BTC_XMR
1630608731,0.00609149,0.00609149,0.00609149,0.00609149,0.0,0.0,0.00609149,BTC_XMR
1630609200,0.00610061,0.00606578,0.00609559,0.00608007,0.07629236,12.54260929,0.00608265,BTC_XMR
1630611000,0.00611747,0.00607689,0.00608248,0.00611276,0.07122347,11.69830365,0.00608835,BTC_XMR
1630612800,0.00611672,0.00610391,0.00611253,0.00610391,0.05876791,9.61638633,0.00611122,BTC_XMR
1630614600,0.00611919,0.00609999,0.00611022,0.00611919,0.08809401,14.41033108,0.00611325,BTC_XMR
1630616400,0.0061356,0.00611902,0.00611902,0.00613171,0.00983079,1.60432811,0.00612766,BTC_XMR
1630618200,0.00613975,0.00609667,0.00613171,0.0060982,0.01450719,2.3665391,0.00613013,BTC_XMR
1630620000,0.00613308,0.00610112,0.00610112,0.00612724,0.3470913,56.69486143,0.00612209,BTC_XMR
1630621800,0.00613677,0.00611902,0.00613142,0.00613606,1.05422576,171.93494165,0.00613153,BTC_XMR
1630623600,0.00613657,0.0061013,0.00613657,0.00613046,0.01923787,3.13895113,0.00612875,BTC_XMR
1630625400,0.00614349,0.00612229,0.0061298,0.00614109,0.09013195,14.69045326,0.0061354,BTC_XMR
1630627200,0.00615,0.0061221,0.00613586,0.00612913,0.02253015,3.66786783,0.00614257,BTC_XMR
1630629000,0.00614898,0.00610675,0.0061301,0.00613516,0.03153051,5.14790341,0.00612492,BTC_XMR
1630630800,0.00615,0.00612705,0.00614277,0.00613744,0.01399378,2.27864953,0.00614126,BTC_XMR
1630632600,0.00615,0.0061244,0.00613786,0.00614571,0.01256012,2.04570105,0.00613976,BTC_XMR
1630634400,0.00615101,0.00613388,0.00614328,0.00613962,1.49726147,243.46036082,0.00614991,BTC_XMR
1630636200,0.0061599,0.00613551,0.00613941,0.00615524,0.08257976,13.41140326,0.00615742,BTC_XMR
1630638000,0.00616414,0.00615049,0.00615489,0.00615891,0.01175225,1.90808204,0.00615919,BTC_XMR
1630639800,0.00616177,0.00612153,0.00616061,0.00613592,0.08094238,13.18924905,0.00613699,BTC_XMR
1630641600,0.0061361,0.0060941,0.00613042,0.00609988,0.13935124,22.76782166,0.00612053,BTC_XMR
1630643400,0.00609998,0.00608299,0.00609978,0.00608372,0.02743556,4.50090799,0.00609556,BTC_XMR
1630645200,0.00609759,0.006076,0.00608814,0.0060781,0.02361169,3.87833295,0.0060881,BTC_XMR
1630647000,0.00608419,0.00607293,0.00608244,0.00608078,0.02274937,3.74155562,0.00608019,BTC_XMR
1630648800,0.00608589,0.00606609,0.00607923,0.00606962,0.01650599,2.71735575,0.00607428,BTC_XMR
1630650600,0.00608021,0.006051,0.00606975,0.00605511,0.07977881,13.15923361,0.00606257,BTC_XMR
1630652400,0.00607404,0.006051,0.00605101,0.00606261,0.04537008,7.48040886,0.00606518,BTC_XMR
1630654200,0.0060802,0.00606261,0.00606261,0.0060802,0.00916891,1.51014575,0.00607154,BTC_XMR
1630656000,0.00611146,0.0060773,0.00610016,0.00611145,0.01036315,1.70145162,0.00609077,BTC_XMR
1630657800,0.00610704,0.00606634,0.00610675,0.00606986,0.01848736,3.03820784,0.00608495,BTC_XMR
1630659600,0.0060936,0.00606911,0.00606947,0.00609256,0.03539842,5.8176306,0.00608468,BTC_XMR
1630661400,0.00610552,0.00608161,0.0060817,0.00608161,1.37958479,226.22205627,0.00609836,BTC_XMR
1630663200,0.006098,0.0060816,0.00608336,0.00609064,0.90301111,148.08450289,0.00609794,BTC_XMR
1630665000,0.0061192,0.00606732,0.00609249,0.00609632,1.02167531,167.55994509,0.00609737,BTC_XMR
1630666800,0.00609834,0.0060867,0.00609632,0.0060867,1.28262096,210.32458509,0.00609829,BTC_XMR
1630668600,0.00611379,0.00608451,0.00609258,0.00608617,0.62390845,102.29561779,0.00609907,BTC_XMR
1630670400,0.00609176,0.00607466,0.00608411,0.00607729,0.01670178,2.74470543,0.00608509,BTC_XMR
1630672200,0.00607729,0.00601234,0.00607729,0.00606213,0.6878655,113.7938931,0.00604483,BTC_XMR
1630674000,0.0060915,0.00603549,0.00606813,0.00606377,2.01287841,331.07123137,0.00607989,BTC_XMR
1630675800,0.00607825,0.00604406,0.00606491,0.00605414,0.11948554,19.69038451,0.00606821,BTC_XMR
1630677600,0.00605668,0.00603938,0.0060495,0.00604932,2.53658292,420.00300242,0.00603943,BTC_XMR
1630679400,0.00607723,0.00603938,0.00605031,0.00604601,0.29030122,47.90580961,0.00605983,BTC_XMR
1630681200,0.00609099,0.00604922,0.00604922,0.00608662,0.1769773,29.06776668,0.00608843,BTC_XMR
1630683000,0.00610392,0.00607841,0.00608276,0.00609708,1.93087538,317.00438833,0.006091,BTC_XMR
1630684800,0.00610116,0.00606946,0.00609879,0.00607526,0.08880793,14.57500104,0.00609316,BTC_XMR
1630686600,0.00609763,0.00606367,0.00607662,0.00609178,0.07088283,11.62867303,0.00609552,BTC_XMR
1630688400,0.00609716,0.00605528,0.00609715,0.00606677,0.01508264,2.47672127,0.00608976,BTC_XMR
1630690200,0.00609121,0.0060634,0.00606889,0.00608947,0.21911127,36.05101607,0.00607781,BTC_XMR
1630692000,0.00609757,0.0060648,0.00607821,0.00609546,0.39904853,65.68248909,0.00607541,BTC_XMR
1630693800,0.00609757,0.00607607,0.00609757,0.00609443,0.3889413,63.91617331,0.00608517,BTC_XMR
1630695131,0.00609443,0.00609443,0.00609443,0.00609443,0.0,0.0,0.00609443,BTC_XMR
1630695600,0.00611295,0.00609251,0.00609541,0.00610621,0.02441495,4.00104288,0.00610214,BTC_XMR
1630697400,0.00610729,0.00608081,0.0061062,0.00609711,0.18674328,30.62222061,0.00609829,BTC_XMR
1630699200,0.00613617,0.00610835,0.00610835,0.00612977,0.09594698,15.6409613,0.00613434,BTC_XMR
1630701000,0.00613817,0.00611771,0.00612977,0.00612077,0.03745901,6.10796316,0.00613281,BTC_XMR
1630702800,0.00613189,0.0061177,0.00612258,0.00612891,0.06225427,10.17122084,0.00612062,BTC_XMR
1630704600,0.00612676,0.00608122,0.00612574,0.00608122,0.00900754,1.47312112,0.00611459,BTC_XMR
1630706400,0.00609601,0.00608074,0.00608441,0.00608326,0.03289671,5.40404644,0.00608742,BTC_XMR
1630708200,0.00608882,0.00606915,0.00608882,0.0060733,0.07453872,12.26230379,0.00607868,BTC_XMR
1630710000,0.00611153,0.0060704,0.0060704,0.00609395,0.21754254,35.70574828,0.00609264,BTC_XMR
1630711800,0.00609533,0.00606915,0.00609496,0.00607262,0.01280831,2.10403656,0.00608749,BTC_XMR
1630713600,0.00609831,0.00607262,0.00607518,0.00608189,0.00861468,1.41569186,0.00608514,BTC_XMR
1630715400,0.00612348,0.00608053,0.0060892,0.00611711,0.54306791,89.2293717,0.0060862,BTC_XMR
1630717200,0.00613708,0.00611005,0.00611072,0.00613486,0.20565224,33.51693659,0.00613577,BTC_XMR
1630719000,0.00613705,0.00612117,0.00613449,0.00612165,0.09609183,15.67869534,0.00612881,BTC_XMR
1630720800,0.00615565,0.00609731,0.00611986,0.00615066,0.09570185,15.62210446,0.00612605,BTC_XMR
1630722600,0.00615576,0.00614167,0.00615575,0.00615377,0.22797396,37.03674385,0.00615534,BTC_XMR
1630724400,0.00615376,0.00614225,0.00615376,0.00615131,0.04293119,6.98363097,0.0061474,BTC_XMR
1630726200,0.00615576,0.00614081,0.00614536,0.00614426,0.02689708,4.37124653,0.00615318,BTC_XMR
1630728000,0.00614389,0.00612901,0.00614389,0.00612909,0.01954852,3.18649705,0.0061348,BTC_XMR
1630729800,0.00613717,0.00611193,0.00613717,0.00612254,0.0869725,14.18970136,0.00612926,BTC_XMR
1630731600,0.00614561,0.00610961,0.00611982,0.00610961,0.00850644,1.3887155,0.0061254,BTC_XMR
1630733400,0.00613179,0.00609796,0.00610196,0.00613179,0.32238264,52.84065987,0.00610103,BTC_XMR
1630735200,0.00613536,0.006109,0.00612985,0.00611843,0.01157937,1.8910747,0.00612317,BTC_XMR
1630737000,0.00613326,0.00610981,0.00612287,0.00611343,0.00857601,1.40171636,0.00611822,BTC_XMR
1630738800,0.00612437,0.00611054,0.00611517,0.00611537,0.01549902,2.53325845,0.00611821,BTC_XMR
1630740600,0.00612129,0.00611028,0.00611544,0.00611681,0.01520312,2.48507774,0.00611776,BTC_XMR
1630742400,0.0061185,0.0060968,0.00611701,0.00610251,0.01006409,1.64707776,0.00611027,BTC_XMR
1630744200,0.00612516,0.00609569,0.00610099,0.00611983,0.04149757,6.79321733,0.00610867,BTC_XMR
1630746000,0.00612516,0.00609656,0.00612246,0.00610289,0.08506807,13.92955275,0.00610702,BTC_XMR
1630747800,0.00610329,0.00609808,0.00610329,0.00609808,0.00517449,0.84806568,0.00610152,BTC_XMR
1630749600,0.00614547,0.00609808,0.00609929,0.00614194,0.01075312,1.75404592,0.00613046,BTC_XMR
1630751400,0.00618497,0.00612733,0.00614147,0.00613267,0.62176218,101.0041782,0.0061558,BTC_XMR
1630753200,0.0061476,0.00612471,0.00613381,0.00613317,0.01729736,2.81787161,0.00613845,BTC_XMR
1630755000,0.00614982,0.00613315,0.00613315,0.00614094,0.12411321,20.20659236,0.00614221,BTC_XMR
1630756800,0.00617597,0.00614094,0.00614094,0.00617366,0.05020826,8.14040616,0.00616778,BTC_XMR
1630758600,0.00617754,0.00615249,0.00617399,0.00615661,0.01962331,3.18256194,0.00616588,BTC_XMR
1630760400,0.00616909,0.00614277,0.00615589,0.00616909,0.01319775,2.14251507,0.00615993,BTC_XMR
1630762200,0.00617638,0.0061599,0.00616906,0.0061599,0.02116762,3.43158798,0.00616846,BTC_XMR
1630764000,0.00616155,0.0061194,0.00616155,0.00613229,0.11306765,18.4246264,0.00613676,BTC_XMR
1630765800,0.00613221,0.00611191,0.0061304,0.00611968,0.0101453,1.65806112,0.00611877,BTC_XMR
1630767600,0.00612672,0.00611191,0.00612289,0.00612267,0.01547781,2.52977595,0.00611825,BTC_XMR
1630769400,0.00612351,0.00607293,0.0061231,0.00608533,0.02290335,3.75348485,0.00610189,BTC_XMR
1630771200,0.00611592,0.00608667,0.00608715,0.00610978,0.01654127,2.71150164,0.00610041,BTC_XMR
1630773000,0.00611312,0.00608025,0.00610537,0.0060831,0.05825222,9.56861099,0.00608784,BTC_XMR
1630774800,0.0060812,0.00604603,0.0060812,0.00606756,0.10086343,16.63852582,0.00606204,BTC_XMR
1630776600,0.00608133,0.00606243,0.00606798,0.00606796,0.21662807,35.6502358,0.00607648,BTC_XMR
1630778400,0.00607293,0.00604786,0.00606303,0.00607293,0.04631005,7.64225487,0.00605973,BTC_XMR
1630780200,0.00607674,0.00605829,0.00607674,0.0060701,0.00660202,1.08752069,0.00607071,BTC_XMR
1630781531,0.0060701,0.0060701,0.0060701,0.0060701,0.0,0.0,0.0060701,BTC_XMR
1630782000,0.00607323,0.00604604,0.00607184,0.00604996,0.37424374,61.65298067,0.00607016,BTC_XMR
1630783800,0.00605456,0.00604603,0.00605431,0.00604603,0.24038288,39.7557018,0.0060465,BTC_XMR
1630785600,0.00607358,0.00604603,0.00604604,0.00606582,0.03556872,5.862282,0.00606738,BTC_XMR
1630787400,0.00606479,0.00604604,0.00606197,0.00605387,0.00871867,1.43961227,0.00605626,BTC_XMR
1630789200,0.00607531,0.00605105,0.00605386,0.00607531,0.03262441,5.37869545,0.00606548,BTC_XMR
1630791000,0.0060753,0.00606582,0.0060753,0.00606658,0.00855103,1.40885067,0.0060695,BTC_XMR
1630792800,0.0060753,0.00605816,0.0060668,0.00607127,0.00828425,1.36562063,0.00606629,BTC_XMR
1630794600,0.00609087,0.00606349,0.00607318,0.00608879,0.05954114,9.8013662,0.00607477,BTC_XMR
1630796400,0.00611203,0.00607751,0.00608881,0.00608369,0.00629287,1.03185951,0.00609857,BTC_XMR
1630798200,0.00611449,0.0060914,0.0060914,0.00610717,0.00575177,0.94234278,0.0061037,BTC_XMR
